listing_id,donor_id,donor_type,food_type,quantity,unit,city,packaging,time_posted,time_since_cooked_mins,donor_reliability,distance_km,ambient_temp_c,freshness_score,pickup_prob,picked_up
L02715,D0057,Bakery,Salads,8.1,kg,Mumbai,Covered Tray,2025-09-08 21:28:00,86,Low,10.1,32.8,0.298,0.407,0
L02716,D0465,Restaurant,Beverage,5.0,kg,Chennai,Sealed Box,2025-09-03 19:18:00,77,High,8.43,28.9,0.562,0.768,1
L02717,D0136,HomeCook,Fruits,11.4,packs,Pune,Covered Tray,2025-09-01 08:08:00,107,Medium,8.89,28.1,0.362,0.544,1
L02718,D0526,Restaurant,Desserts,1.6,packs,Hyderabad,Airtight,2025-09-01 09:23:00,77,High,4.16,29.5,0.597,0.62,1
L02719,D0426,Restaurant,Beverage,3.6,packs,Hyderabad,Covered Tray,2025-09-04 14:51:00,173,Medium,7.29,31.9,0.309,0.575,1
L02720,D0468,Event,Fruits,5.2,kg,Pune,Airtight,2025-09-01 13:26:00,116,Medium,10.09,28.9,0.414,0.558,1
L02721,D0578,HomeCook,Cooked Meal,20.8,plates,Delhi,Sealed Box,2025-09-01 07:36:00,51,Medium,7.36,35.9,0.517,0.674,1
L02722,D0060,Restaurant,Salads,15.2,packs,Delhi,Cloth Wrap,2025-09-04 14:41:00,24,Low,10.59,30.6,0.187,0.601,1
L02723,D0573,Restaurant,Cooked Meal,3.6,boxes,Bengaluru,Sealed Box,2025-09-01 12:49:00,141,Medium,7.42,31.5,0.346,0.424,1
L02724,D0474,Caterer,Fruits,3.8,packs,Hyderabad,Airtight,2025-09-02 03:14:00,98,High,7.57,29.9,0.64,0.725,1
L02725,D0689,Restaurant,Baked Goods,1.8,packs,Delhi,Sealed Box,2025-09-07 16:24:00,100,High,2.8,33.0,0.564,0.621,1
L02726,D0316,Event,Baked Goods,10.8,kg,Delhi,Covered Tray,2025-09-04 00:45:00,60,Medium,4.41,28.5,0.454,0.578,0
L02727,D0741,HomeCook,Cooked Meal,1.7,packs,Pune,Open Tray,2025-09-01 09:52:00,89,Medium,13.42,28.0,0.214,0.395,0
L02728,D0023,Bakery,Baked Goods,13.4,boxes,Delhi,Airtight,2025-09-01 14:11:00,163,Low,11.23,27.8,0.268,0.53,0
L02729,D0406,HomeCook,Cooked Meal,6.4,plates,Chennai,Cloth Wrap,2025-09-01 08:10:00,50,Low,8.13,35.1,0.249,0.51,0
L02730,D0261,Restaurant,Cooked Meal,5.0,plates,Chennai,Covered Tray,2025-09-06 00:57:00,104,High,8.66,29.7,0.406,0.455,0
L02731,D0004,Restaurant,Cooked Meal,4.7,plates,Bengaluru,Cloth Wrap,2025-09-07 22:06:00,281,High,5.84,23.6,0.082,0.39,1
L02732,D0764,Society,Salads,1.3,kg,Delhi,Airtight,2025-09-01 22:24:00,143,High,4.55,29.4,0.365,0.431,0
L02733,D0224,Restaurant,Cooked Meal,6.6,kg,Bengaluru,Covered Tray,2025-09-02 11:17:00,127,Low,1.73,26.1,0.318,0.598,1
L02734,D0593,HomeCook,Fruits,2.3,packs,Delhi,Open Tray,2025-09-03 18:51:00,62,Low,8.48,27.1,0.299,0.482,1
L02735,D0075,Event,Cooked Meal,2.4,packs,Hyderabad,Airtight,2025-09-02 23:36:00,24,High,5.49,25.5,0.762,0.743,1
L02736,D0047,Caterer,Cooked Meal,6.2,plates,Delhi,Sealed Box,2025-09-02 08:10:00,32,Medium,10.2,26.2,0.568,0.689,1
L02737,D0353,Society,Fruits,1.2,kg,Bengaluru,Covered Tray,2025-09-02 01:49:00,89,Low,0.2,30.1,0.465,0.534,1
L02738,D0718,Restaurant,Cooked Meal,10.3,plates,Pune,Airtight,2025-09-05 03:00:00,83,High,0.5,28.1,0.682,0.738,0
L02739,D0066,Caterer,Baked Goods,3.3,packs,Hyderabad,Sealed Box,2025-09-01 22:04:00,35,High,4.37,37.2,0.663,0.698,0
L02740,D0555,HomeCook,Cooked Meal,0.8,kg,Pune,Open Tray,2025-09-02 14:05:00,8,Medium,0.2,30.3,0.443,0.576,0
L02741,D0071,Restaurant,Cooked Meal,1.2,kg,Mumbai,Open Tray,2025-09-02 06:26:00,35,High,1.77,30.5,0.46,0.496,0
L02742,D0033,Restaurant,Cooked Meal,2.3,packs,Pune,Cloth Wrap,2025-09-03 04:00:00,168,High,4.7,31.3,0.168,0.366,0
L02743,D0294,Restaurant,Salads,11.2,boxes,Chennai,Airtight,2025-09-01 15:19:00,65,High,0.2,27.9,0.539,0.561,0
L02744,D0419,Restaurant,Baked Goods,3.5,kg,Mumbai,Airtight,2025-09-04 06:04:00,76,Medium,3.5,25.5,0.572,0.618,1
L02745,D0185,Restaurant,Cooked Meal,7.4,plates,Hyderabad,Open Tray,2025-09-01 15:38:00,158,Medium,1.64,35.6,0.24,0.446,0
L02746,D0788,Restaurant,Cooked Meal,6.0,plates,Bengaluru,Sealed Box,2025-09-02 23:17:00,109,Medium,3.61,33.4,0.504,0.603,0
L02747,D0139,Society,Fruits,2.1,plates,Delhi,Airtight,2025-09-05 14:06:00,165,High,9.55,23.4,0.414,0.502,0
L02748,D0785,Caterer,Fruits,1.0,plates,Pune,Covered Tray,2025-09-01 20:28:00,100,High,9.57,28.8,0.445,0.517,0
L02749,D0657,Restaurant,Cooked Meal,7.9,plates,Pune,Open Tray,2025-09-01 21:22:00,49,High,7.21,30.7,0.387,0.47,1
L02750,D0747,Restaurant,Cooked Meal,1.4,boxes,Hyderabad,Airtight,2025-09-08 18:45:00,71,Low,8.64,30.6,0.429,0.548,1
L02751,D0662,HomeCook,Cooked Meal,1.9,kg,Pune,Airtight,2025-09-01 13:07:00,152,Medium,8.0,31.3,0.432,0.431,0
L02752,D0431,Event,Salads,1.1,boxes,Bengaluru,Open Tray,2025-09-04 05:56:00,39,Medium,13.04,30.2,0.268,0.379,1
L02753,D0384,Restaurant,Cooked Meal,12.1,boxes,Chennai,Open Tray,2025-09-04 12:30:00,175,Medium,10.95,29.5,0.172,0.418,1
L02754,D0392,Restaurant,Beverage,13.5,boxes,Delhi,Sealed Box,2025-09-02 16:30:00,33,High,9.34,29.4,0.636,0.766,1
L02755,D0387,Restaurant,Baked Goods,21.1,kg,Pune,Covered Tray,2025-09-04 03:32:00,49,Medium,0.42,32.9,0.566,0.687,0
L02756,D0385,Restaurant,Fruits,0.8,boxes,Chennai,Sealed Box,2025-09-01 20:31:00,10,High,0.8,28.2,0.895,0.811,1
L02757,D0700,Restaurant,Salads,2.2,kg,Hyderabad,Airtight,2025-09-03 03:16:00,89,Medium,9.0,23.9,0.397,0.516,1
L02758,D0678,Society,Beverage,0.5,boxes,Mumbai,Covered Tray,2025-09-02 23:57:00,223,Medium,5.42,28.7,0.223,0.454,1
L02759,D0553,Caterer,Cooked Meal,0.5,plates,Chennai,Airtight,2025-09-01 18:23:00,41,Medium,1.61,23.8,0.698,0.697,0
L02760,D0137,Event,Cooked Meal,2.8,kg,Pune,Open Tray,2025-09-01 07:26:00,142,High,6.69,33.1,0.285,0.387,1
L02761,D0670,Restaurant,Baked Goods,2.4,boxes,Chennai,Sealed Box,2025-09-01 11:35:00,180,Medium,12.31,21.5,0.219,0.503,0
L02762,D0357,Restaurant,Cooked Meal,14.9,packs,Chennai,Covered Tray,2025-09-04 23:08:00,90,Medium,1.73,30.1,0.541,0.535,0
L02763,D0122,Restaurant,Cooked Meal,1.8,packs,Mumbai,Airtight,2025-09-04 04:07:00,16,Medium,9.52,31.9,0.625,0.698,0
L02764,D0551,Restaurant,Beverage,2.0,plates,Bengaluru,Open Tray,2025-09-02 16:37:00,115,Medium,1.44,31.2,0.382,0.492,0
L02765,D0403,Restaurant,Cooked Meal,0.5,kg,Chennai,Airtight,2025-09-01 07:35:00,134,High,4.47,26.4,0.451,0.582,0
L02766,D0542,Event,Desserts,0.5,kg,Pune,Open Tray,2025-09-05 19:37:00,127,Medium,4.21,28.8,0.293,0.431,0
L02767,D0131,Restaurant,Cooked Meal,1.2,packs,Hyderabad,Airtight,2025-09-01 11:58:00,97,High,4.69,32.4,0.567,0.598,1
L02768,D0746,Event,Cooked Meal,1.0,packs,Chennai,Airtight,2025-09-02 12:35:00,101,High,1.53,29.0,0.65,0.719,1
L02769,D0229,Society,Desserts,5.7,packs,Pune,Airtight,2025-09-02 09:15:00,46,Medium,3.37,33.1,0.691,0.688,1
L02770,D0004,HomeCook,Fruits,3.5,packs,Pune,Airtight,2025-09-05 21:32:00,35,Low,2.53,27.0,0.585,0.705,0
L02771,D0775,Caterer,Cooked Meal,4.4,kg,Pune,Airtight,2025-09-06 12:51:00,94,Medium,10.82,30.1,0.509,0.623,1
L02772,D0024,Restaurant,Beverage,17.5,kg,Delhi,Covered Tray,2025-09-04 22:46:00,24,High,4.0,27.4,0.729,0.731,1
L02773,D0475,HomeCook,Baked Goods,4.1,plates,Chennai,Covered Tray,2025-09-01 12:52:00,39,High,2.91,29.9,0.609,0.641,1
L02774,D0435,Restaurant,Cooked Meal,12.9,plates,Chennai,Airtight,2025-09-01 18:32:00,134,Medium,6.88,29.6,0.44,0.637,1
L02775,D0545,Event,Baked Goods,4.4,boxes,Hyderabad,Open Tray,2025-09-01 12:57:00,93,Medium,7.86,26.2,0.278,0.472,0
L02776,D0389,Restaurant,Desserts,3.8,kg,Hyderabad,Airtight,2025-09-02 08:09:00,91,High,0.9,28.6,0.629,0.641,0
L02777,D0236,Event,Baked Goods,9.3,boxes,Chennai,Airtight,2025-09-01 13:38:00,32,High,4.25,29.3,0.687,0.779,1
L02778,D0254,Event,Cooked Meal,5.5,kg,Chennai,Airtight,2025-09-01 08:17:00,34,Medium,4.37,29.8,0.655,0.685,1
L02779,D0355,HomeCook,Baked Goods,4.0,plates,Hyderabad,Airtight,2025-09-01 11:27:00,131,High,10.81,27.1,0.445,0.565,1
L02780,D0159,HomeCook,Salads,5.7,plates,Pune,Open Tray,2025-09-01 08:11:00,47,High,5.34,23.4,0.27,0.497,1
L02781,D0283,Restaurant,Cooked Meal,0.5,packs,Bengaluru,Covered Tray,2025-09-01 12:43:00,17,Medium,6.96,30.5,0.57,0.649,0
L02782,D0743,HomeCook,Desserts,3.9,packs,Pune,Sealed Box,2025-09-01 14:01:00,101,Medium,9.8,27.7,0.442,0.516,1
L02783,D0784,HomeCook,Cooked Meal,4.3,plates,Chennai,Airtight,2025-09-05 14:49:00,69,High,0.2,27.8,0.731,0.817,1
L02784,D0116,Society,Cooked Meal,4.7,packs,Mumbai,Covered Tray,2025-09-02 10:28:00,100,Medium,5.11,33.4,0.474,0.581,1
L02785,D0033,Society,Fruits,1.2,packs,Delhi,Open Tray,2025-09-02 18:04:00,7,Medium,8.28,27.8,0.43,0.447,0
L02786,D0677,Restaurant,Baked Goods,0.9,plates,Chennai,Sealed Box,2025-09-04 04:50:00,104,High,4.93,27.8,0.545,0.547,0
L02787,D0430,Society,Cooked Meal,1.6,kg,Chennai,Covered Tray,2025-09-02 15:51:00,54,High,10.27,26.8,0.51,0.591,0
L02788,D0630,Restaurant,Salads,4.6,packs,Delhi,Open Tray,2025-09-04 05:21:00,59,Low,3.95,34.6,0.273,0.469,0
L02789,D0785,Restaurant,Cooked Meal,5.1,plates,Chennai,Cloth Wrap,2025-09-02 11:20:00,135,Low,4.04,29.1,0.189,0.47,1
L02790,D0017,Bakery,Cooked Meal,6.7,plates,Pune,Open Tray,2025-09-04 20:25:00,54,High,2.89,34.5,0.486,0.636,0
L02791,D0247,Society,Beverage,8.3,plates,Hyderabad,Covered Tray,2025-09-04 19:15:00,219,Low,5.51,25.3,0.288,0.563,1
L02792,D0212,Restaurant,Desserts,0.7,boxes,Bengaluru,Covered Tray,2025-09-07 09:22:00,41,High,7.54,29.4,0.519,0.559,1
L02793,D0069,Society,Desserts,2.2,kg,Bengaluru,Airtight,2025-09-04 11:35:00,11,Medium,1.79,34.4,0.743,0.741,0
L02794,D0609,HomeCook,Cooked Meal,4.4,kg,Delhi,Airtight,2025-09-02 08:12:00,137,High,0.2,32.4,0.532,0.597,1
L02795,D0035,Restaurant,Cooked Meal,2.3,plates,Bengaluru,Covered Tray,2025-09-02 14:44:00,23,Medium,3.57,32.5,0.607,0.608,1
L02796,D0458,Society,Cooked Meal,4.0,plates,Pune,Airtight,2025-09-01 12:24:00,23,High,4.87,31.8,0.754,0.734,1
L02797,D0613,Restaurant,Cooked Meal,0.5,kg,Chennai,Open Tray,2025-09-01 10:42:00,135,High,9.95,29.3,0.29,0.42,1
L02798,D0689,Caterer,Fruits,6.3,packs,Delhi,Covered Tray,2025-09-01 20:37:00,125,High,2.43,26.2,0.539,0.664,1
L02799,D0721,Restaurant,Cooked Meal,1.0,packs,Chennai,Sealed Box,2025-09-14 05:55:00,127,High,5.54,34.6,0.47,0.541,1
L02800,D0050,Restaurant,Desserts,9.8,kg,Pune,Open Tray,2025-09-02 17:01:00,20,Medium,6.44,28.4,0.393,0.553,0
L02801,D0759,Society,Desserts,5.6,kg,Chennai,Covered Tray,2025-09-06 08:23:00,114,Low,4.46,27.3,0.368,0.566,1
L02802,D0046,Society,Cooked Meal,26.4,kg,Bengaluru,Covered Tray,2025-09-06 10:46:00,48,Medium,7.37,21.4,0.454,0.684,1
L02803,D0412,Caterer,Cooked Meal,2.7,plates,Hyderabad,Open Tray,2025-09-03 10:12:00,100,Medium,3.89,33.0,0.276,0.445,0
L02804,D0450,Restaurant,Desserts,4.6,boxes,Chennai,Sealed Box,2025-09-03 12:52:00,36,High,10.0,30.4,0.592,0.644,0
L02805,D0240,Restaurant,Cooked Meal,0.9,kg,Bengaluru,Open Tray,2025-09-01 12:02:00,79,Low,4.37,30.3,0.284,0.426,0
L02806,D0553,Society,Cooked Meal,0.6,packs,Bengaluru,Airtight,2025-09-04 22:09:00,18,Medium,3.02,28.4,0.727,0.688,1
L02807,D0773,Restaurant,Baked Goods,0.5,plates,Hyderabad,Airtight,2025-09-01 07:14:00,8,Medium,5.69,36.2,0.664,0.709,0
L02808,D0795,HomeCook,Cooked Meal,0.5,plates,Delhi,Open Tray,2025-09-01 19:15:00,118,Low,1.39,25.8,0.248,0.399,0
L02809,D0058,Restaurant,Fruits,2.5,kg,Hyderabad,Airtight,2025-09-01 18:45:00,128,Medium,7.22,27.5,0.478,0.587,0
L02810,D0144,Event,Cooked Meal,1.3,boxes,Bengaluru,Airtight,2025-09-04 19:19:00,106,High,2.03,32.0,0.595,0.67,1
L02811,D0516,HomeCook,Cooked Meal,14.0,kg,Mumbai,Open Tray,2025-09-04 18:53:00,8,Medium,0.2,28.5,0.409,0.503,0
L02812,D0297,HomeCook,Desserts,6.6,kg,Bengaluru,Sealed Box,2025-09-03 00:56:00,213,Medium,1.08,27.0,0.303,0.482,0
L02813,D0240,Society,Baked Goods,0.5,kg,Pune,Open Tray,2025-09-01 17:35:00,42,Medium,9.55,29.5,0.291,0.454,0
L02814,D0750,Bakery,Cooked Meal,8.5,plates,Chennai,Airtight,2025-09-02 11:40:00,82,Medium,8.91,32.3,0.516,0.626,1
L02815,D0590,Restaurant,Cooked Meal,5.4,kg,Bengaluru,Airtight,2025-09-03 11:35:00,80,High,7.0,26.2,0.619,0.675,0
L02816,D0327,HomeCook,Cooked Meal,1.5,packs,Chennai,Airtight,2025-09-01 23:40:00,72,Low,6.47,28.8,0.454,0.499,0
L02817,D0592,HomeCook,Cooked Meal,0.8,kg,Delhi,Sealed Box,2025-09-03 12:07:00,189,Low,3.92,27.6,0.34,0.581,1
L02818,D0613,Society,Beverage,4.4,plates,Hyderabad,Sealed Box,2025-09-01 16:20:00,34,Low,13.76,30.6,0.385,0.507,1
L02819,D0792,HomeCook,Fruits,5.0,boxes,Hyderabad,Cloth Wrap,2025-09-06 09:31:00,16,Medium,4.05,22.7,0.358,0.569,0
L02820,D0689,Event,Cooked Meal,1.6,boxes,Chennai,Covered Tray,2025-09-05 03:10:00,64,Low,5.29,32.6,0.433,0.468,0
L02821,D0329,Restaurant,Cooked Meal,7.7,boxes,Delhi,Airtight,2025-09-06 19:00:00,42,Medium,1.67,29.7,0.721,0.727,0
L02822,D0243,HomeCook,Cooked Meal,2.0,kg,Bengaluru,Airtight,2025-09-03 19:46:00,119,High,4.6,26.7,0.595,0.706,0
L02823,D0310,HomeCook,Salads,22.9,packs,Chennai,Airtight,2025-09-03 00:07:00,45,Medium,3.95,31.9,0.518,0.67,1
L02824,D0147,HomeCook,Fruits,13.1,boxes,Delhi,Open Tray,2025-09-01 17:42:00,36,Medium,9.94,28.5,0.349,0.55,0
L02825,D0677,Bakery,Cooked Meal,1.5,plates,Delhi,Sealed Box,2025-09-06 05:19:00,85,High,6.75,27.3,0.581,0.622,0
L02826,D0534,Society,Desserts,3.9,boxes,Hyderabad,Airtight,2025-09-02 00:03:00,98,High,2.76,31.6,0.612,0.585,0
L02827,D0227,Society,Beverage,3.9,plates,Mumbai,Airtight,2025-09-01 16:57:00,189,High,4.94,31.4,0.376,0.517,0
L02828,D0424,Bakery,Beverage,0.5,kg,Bengaluru,Airtight,2025-09-05 05:46:00,156,Medium,11.66,29.6,0.293,0.444,1
L02829,D0308,Restaurant,Beverage,5.2,packs,Mumbai,Open Tray,2025-09-01 22:09:00,112,Medium,10.47,28.5,0.314,0.543,0
L02830,D0282,Caterer,Cooked Meal,11.7,boxes,Chennai,Covered Tray,2025-09-01 07:41:00,8,Low,3.63,34.3,0.507,0.554,1
L02831,D0571,HomeCook,Baked Goods,2.6,kg,Hyderabad,Airtight,2025-09-02 13:51:00,185,High,0.2,26.9,0.361,0.507,0
L02832,D0606,Caterer,Desserts,9.2,kg,Bengaluru,Airtight,2025-09-02 06:49:00,149,Medium,4.15,27.7,0.497,0.548,1
L02833,D0753,Caterer,Cooked Meal,4.3,boxes,Bengaluru,Sealed Box,2025-09-02 09:52:00,216,Low,0.2,29.5,0.241,0.49,1
L02834,D0180,Society,Beverage,2.3,boxes,Chennai,Open Tray,2025-09-05 23:18:00,21,Low,10.16,33.7,0.282,0.401,1
L02835,D0642,Society,Cooked Meal,4.1,kg,Pune,Airtight,2025-09-02 18:14:00,104,High,8.31,34.0,0.558,0.671,1
L02836,D0696,HomeCook,Fruits,1.9,boxes,Bengaluru,Airtight,2025-09-03 22:19:00,82,Medium,7.9,28.7,0.529,0.604,0
L02837,D0438,Restaurant,Fruits,3.6,packs,Mumbai,Airtight,2025-09-01 18:51:00,73,High,3.01,32.5,0.704,0.831,1
L02838,D0570,Restaurant,Fruits,10.6,plates,Pune,Airtight,2025-09-01 22:16:00,124,High,11.5,30.1,0.492,0.629,1
L02839,D0508,Event,Cooked Meal,11.0,plates,Pune,Covered Tray,2025-09-03 10:32:00,19,Medium,3.98,26.7,0.596,0.705,1
L02840,D0049,Restaurant,Cooked Meal,5.1,kg,Chennai,Cloth Wrap,2025-09-05 12:44:00,47,Low,3.43,32.3,0.239,0.43,1
L02841,D0353,Society,Salads,3.1,plates,Bengaluru,Airtight,2025-09-02 06:21:00,96,Medium,2.67,27.0,0.457,0.495,0
L02842,D0659,Society,Baked Goods,14.4,boxes,Chennai,Sealed Box,2025-09-01 23:54:00,74,Low,5.65,29.3,0.387,0.533,0
L02843,D0688,Bakery,Baked Goods,7.8,boxes,Bengaluru,Sealed Box,2025-09-05 01:28:00,31,Medium,11.77,28.4,0.538,0.582,1
L02844,D0391,Restaurant,Baked Goods,0.7,packs,Delhi,Airtight,2025-09-03 02:00:00,12,Medium,7.45,29.3,0.634,0.661,1
L02845,D0538,Society,Baked Goods,15.3,packs,Pune,Airtight,2025-09-01 16:37:00,100,Medium,7.73,33.0,0.469,0.638,0
L02846,D0327,Restaurant,Cooked Meal,10.8,boxes,Chennai,Covered Tray,2025-09-01 10:22:00,107,Low,5.91,26.0,0.376,0.545,0
L02847,D0714,Restaurant,Cooked Meal,9.5,packs,Mumbai,Covered Tray,2025-09-03 00:38:00,31,Medium,0.2,30.7,0.629,0.697,1
L02848,D0419,HomeCook,Cooked Meal,45.6,boxes,Mumbai,Sealed Box,2025-09-08 10:06:00,159,Medium,5.67,25.9,0.421,0.662,1
L02849,D0153,Caterer,Desserts,23.7,boxes,Mumbai,Sealed Box,2025-09-01 14:54:00,60,High,8.03,27.0,0.646,0.733,1
L02850,D0308,Society,Baked Goods,9.0,kg,Bengaluru,Cloth Wrap,2025-09-04 05:54:00,43,Low,2.43,32.8,0.237,0.41,0
L02851,D0386,Restaurant,Beverage,1.7,plates,Bengaluru,Covered Tray,2025-09-02 00:38:00,16,Low,7.77,30.9,0.454,0.625,0
L02852,D0773,Bakery,Cooked Meal,7.8,packs,Pune,Cloth Wrap,2025-09-04 14:34:00,94,Medium,0.2,28.0,0.354,0.529,0
L02853,D0551,Restaurant,Baked Goods,0.6,kg,Mumbai,Open Tray,2025-09-03 19:34:00,31,Medium,10.72,29.3,0.321,0.436,1
L02854,D0485,Restaurant,Cooked Meal,8.7,kg,Delhi,Sealed Box,2025-09-02 12:34:00,124,High,6.25,30.0,0.515,0.561,1
L02855,D0247,Restaurant,Cooked Meal,0.5,plates,Delhi,Airtight,2025-09-01 14:46:00,132,Low,6.25,30.0,0.332,0.642,1
L02856,D0231,Event,Cooked Meal,7.1,plates,Bengaluru,Open Tray,2025-09-01 11:40:00,168,Medium,1.79,24.3,0.257,0.456,0
L02857,D0308,Society,Fruits,3.5,kg,Hyderabad,Covered Tray,2025-09-02 12:24:00,74,Medium,7.97,30.7,0.506,0.544,0
L02858,D0725,HomeCook,Cooked Meal,10.0,boxes,Mumbai,Covered Tray,2025-09-02 14:21:00,148,Medium,4.81,27.1,0.355,0.697,0
L02859,D0148,Restaurant,Desserts,2.6,plates,Mumbai,Airtight,2025-09-01 18:10:00,92,Medium,8.74,28.6,0.477,0.591,1
L02860,D0475,HomeCook,Desserts,3.2,kg,Delhi,Open Tray,2025-09-05 04:53:00,17,Low,7.12,25.4,0.317,0.315,0
L02861,D0060,Restaurant,Cooked Meal,5.8,plates,Bengaluru,Airtight,2025-09-03 14:28:00,48,High,5.8,25.3,0.693,0.838,0
L02862,D0576,HomeCook,Cooked Meal,0.6,kg,Bengaluru,Sealed Box,2025-09-01 16:38:00,167,Low,9.04,31.5,0.297,0.409,1
L02863,D0423,Restaurant,Cooked Meal,3.7,boxes,Mumbai,Open Tray,2025-09-02 13:13:00,86,High,6.53,31.0,0.347,0.444,1
L02864,D0427,Bakery,Cooked Meal,0.5,boxes,Hyderabad,Sealed Box,2025-09-01 10:55:00,44,Medium,10.99,28.9,0.502,0.524,1
L02865,D0571,Event,Baked Goods,1.5,boxes,Bengaluru,Airtight,2025-09-02 05:58:00,104,Medium,16.43,32.2,0.341,0.433,0
L02866,D0543,Event,Cooked Meal,4.5,boxes,Pune,Cloth Wrap,2025-09-03 20:23:00,75,Medium,6.71,25.9,0.271,0.564,1
L02867,D0138,Restaurant,Cooked Meal,3.1,kg,Delhi,Sealed Box,2025-09-02 09:37:00,149,High,8.74,28.7,0.423,0.59,1
L02868,D0398,Caterer,Fruits,1.2,boxes,Pune,Covered Tray,2025-09-01 13:23:00,123,Medium,7.35,26.3,0.415,0.578,1
L02869,D0249,Event,Cooked Meal,1.8,plates,Bengaluru,Open Tray,2025-09-01 20:06:00,36,Medium,1.51,34.5,0.386,0.458,0
L02870,D0262,Caterer,Cooked Meal,0.9,plates,Mumbai,Cloth Wrap,2025-09-07 21:57:00,93,High,0.2,28.6,0.326,0.497,0
L02871,D0209,Restaurant,Beverage,0.5,plates,Chennai,Sealed Box,2025-09-01 15:12:00,104,Medium,7.45,29.2,0.517,0.515,1
L02872,D0339,Society,Cooked Meal,2.5,kg,Chennai,Covered Tray,2025-09-01 23:19:00,61,High,7.49,27.6,0.53,0.61,0
L02873,D0663,HomeCook,Desserts,3.6,kg,Mumbai,Sealed Box,2025-09-04 13:02:00,81,Low,6.85,31.9,0.432,0.569,0
L02874,D0081,Restaurant,Fruits,0.5,kg,Delhi,Open Tray,2025-09-01 22:22:00,30,High,11.03,27.1,0.39,0.537,1
L02875,D0461,Restaurant,Cooked Meal,8.5,kg,Pune,Covered Tray,2025-09-01 17:54:00,237,High,3.11,28.2,0.207,0.434,1
L02876,D0380,Society,Cooked Meal,2.7,kg,Mumbai,Open Tray,2025-09-01 07:01:00,18,Medium,17.47,23.8,0.321,0.528,1
L02877,D0095,Restaurant,Baked Goods,0.7,packs,Hyderabad,Cloth Wrap,2025-09-02 22:51:00,39,Low,2.74,32.6,0.331,0.385,1
L02878,D0549,Event,Cooked Meal,2.3,kg,Chennai,Open Tray,2025-09-02 02:31:00,79,Low,5.53,26.3,0.257,0.495,0
L02879,D0742,Restaurant,Cooked Meal,9.1,kg,Hyderabad,Open Tray,2025-09-07 10:25:00,14,Medium,9.63,23.2,0.412,0.567,1
L02880,D0196,HomeCook,Cooked Meal,3.1,boxes,Mumbai,Open Tray,2025-09-01 23:03:00,126,High,8.76,29.3,0.341,0.536,1
L02881,D0053,Caterer,Baked Goods,0.6,packs,Bengaluru,Airtight,2025-09-04 17:15:00,93,Low,5.83,33.8,0.434,0.518,0
L02882,D0275,Society,Desserts,5.3,kg,Chennai,Sealed Box,2025-09-02 19:36:00,111,Low,4.37,30.7,0.368,0.535,1
L02883,D0387,HomeCook,Fruits,2.3,packs,Hyderabad,Open Tray,2025-09-04 14:16:00,128,Low,4.12,29.5,0.266,0.436,1
L02884,D0690,Restaurant,Cooked Meal,0.5,packs,Hyderabad,Covered Tray,2025-09-04 00:14:00,108,Low,1.57,25.1,0.386,0.401,0
L02885,D0620,Caterer,Cooked Meal,3.1,kg,Delhi,Covered Tray,2025-09-02 06:04:00,225,High,8.67,28.0,0.212,0.402,0
L02886,D0618,Restaurant,Baked Goods,0.5,plates,Mumbai,Cloth Wrap,2025-09-01 18:53:00,133,Medium,5.44,26.6,0.136,0.368,1
L02887,D0041,Society,Baked Goods,5.0,packs,Bengaluru,Covered Tray,2025-09-01 14:46:00,80,Medium,6.32,34.2,0.48,0.58,0
L02888,D0075,HomeCook,Cooked Meal,2.7,packs,Bengaluru,Open Tray,2025-09-02 15:54:00,130,Medium,8.58,29.7,0.258,0.388,0
L02889,D0193,Restaurant,Desserts,0.5,kg,Chennai,Covered Tray,2025-09-01 22:17:00,136,Medium,7.1,27.7,0.358,0.44,0
L02890,D0780,Society,Cooked Meal,10.4,plates,Chennai,Covered Tray,2025-09-01 15:12:00,40,Low,4.19,34.5,0.425,0.664,1
L02891,D0602,HomeCook,Baked Goods,0.5,plates,Hyderabad,Open Tray,2025-09-01 08:22:00,55,Low,2.65,31.1,0.216,0.351,0
L02892,D0742,Restaurant,Fruits,6.2,packs,Bengaluru,Open Tray,2025-09-04 03:47:00,40,Medium,8.35,29.7,0.335,0.569,0
L02893,D0223,Event,Desserts,19.6,packs,Chennai,Open Tray,2025-09-02 11:20:00,20,High,3.32,32.8,0.525,0.581,0
L02894,D0491,Caterer,Salads,0.5,kg,Chennai,Open Tray,2025-09-04 19:45:00,28,Low,6.91,32.8,0.229,0.437,0
L02895,D0214,Restaurant,Salads,5.9,plates,Bengaluru,Sealed Box,2025-09-02 18:41:00,166,High,12.98,27.9,0.276,0.463,1
L02896,D0341,Caterer,Desserts,2.0,boxes,Hyderabad,Sealed Box,2025-09-01 11:06:00,98,Medium,2.21,29.2,0.529,0.565,1
L02897,D0311,Caterer,Salads,5.9,plates,Delhi,Open Tray,2025-09-01 13:56:00,60,High,0.2,28.3,0.309,0.551,0
L02898,D0016,Restaurant,Cooked Meal,1.9,kg,Delhi,Covered Tray,2025-09-06 01:31:00,152,Medium,4.89,31.4,0.364,0.513,0
L02899,D0217,Society,Cooked Meal,7.1,boxes,Bengaluru,Airtight,2025-09-01 20:47:00,35,Low,4.04,31.6,0.56,0.558,1
